TickTime,Symbol,Price,Volume
2021.08.03 01:55:19.14441562,AUDCAD,0.9211750000000001,0
2021.08.03 01:55:20.14441687,AUDCAD,0.92119,0
2021.08.03 01:55:20.14441812,AUDCAD,0.921185,0
2021.08.03 01:55:20.14441968,AUDCAD,0.921165,0
2021.08.03 01:55:20.14442296,AUDCAD,0.92116,0
2021.08.03 01:55:20.14442359,AUDCAD,0.921125,0
2021.08.03 01:55:20.14442546,AUDCAD,0.9211199999999999,0
2021.08.03 01:55:21.14442828,AUDCAD,0.921135,0
2021.08.03 01:55:21.14443000,AUDCAD,0.92115,0
2021.08.03 01:55:21.14443203,AUDCAD,0.9211549999999999,0
2021.08.03 01:55:21.14443390,AUDCAD,0.9211400000000001,0
2021.08.03 01:55:24.14446531,AUDCAD,0.921145,0
2021.08.03 01:55:26.14447781,AUDCAD,0.9211549999999999,0
2021.08.03 01:55:26.14448093,AUDCAD,0.921145,0
2021.08.03 01:55:28.14450234,AUDCAD,0.92115,0
2021.08.03 01:55:28.14450343,AUDCAD,0.9211549999999999,0
2021.08.03 01:55:28.14450453,AUDCAD,0.9211450000000001,0
2021.08.03 01:55:28.14450640,AUDCAD,0.9211400000000001,0
2021.08.03 01:55:29.14450703,AUDCAD,0.92113,0
2021.08.03 01:55:29.14450828,AUDCAD,0.921135,0
2021.08.03 01:55:30.14451765,AUDCAD,0.9211400000000001,0
2021.08.03 01:55:30.14451875,AUDCAD,0.9211450000000001,0
2021.08.03 01:55:30.14452500,AUDCAD,0.9211400000000001,0
2021.08.03 01:55:31.14453078,AUDCAD,0.9211400000000001,0
2021.08.03 01:55:31.14453515,AUDCAD,0.921135,0
2021.08.03 01:55:33.14455281,AUDCAD,0.92113,0
2021.08.03 01:55:43.14465062,AUDCAD,0.921125,0
2021.08.03 01:55:45.14467531,AUDCAD,0.92113,0
2021.08.03 01:55:49.14471453,AUDCAD,0.921135,0
2021.08.03 01:55:49.14471546,AUDCAD,0.92113,0
2021.08.03 01:55:50.14471671,AUDCAD,0.9211199999999999,0
2021.08.03 01:55:52.14473687,AUDCAD,0.9211149999999999,0
2021.08.03 01:55:52.14473984,AUDCAD,0.921125,0
2021.08.03 01:55:52.14474125,AUDCAD,0.9211199999999999,0
2021.08.03 01:55:52.14474296,AUDCAD,0.921115,0
2021.08.03 01:55:53.14474703,AUDCAD,0.9211199999999999,0
2021.08.03 01:55:53.14475078,AUDCAD,0.921115,0
2021.08.03 01:55:53.14475281,AUDCAD,0.9211199999999999,0
2021.08.03 01:55:54.14476640,AUDCAD,0.92111,0
2021.08.03 01:55:55.14476750,AUDCAD,0.92109,0
2021.08.03 01:55:55.14476875,AUDCAD,0.9210849999999999,0
2021.08.03 01:55:56.14478093,AUDCAD,0.92109,0
2021.08.03 01:55:56.14478500,AUDCAD,0.9210849999999999,0
2021.08.03 01:55:57.14478937,AUDCAD,0.92109,0
2021.08.03 01:55:58.14480000,AUDCAD,0.921085,0
2021.08.03 01:55:58.14480218,AUDCAD,0.92109,0
2021.08.03 01:55:58.14480453,AUDCAD,0.921085,0
2021.08.03 01:55:59.14480843,AUDCAD,0.92109,0
2021.08.03 01:55:59.14481343,AUDCAD,0.921085,0
2021.08.03 01:55:59.14481562,AUDCAD,0.92109,0
2021.08.03 01:56:00.14481875,AUDCAD,0.921085,0
2021.08.03 01:56:00.14482062,AUDCAD,0.92109,0
2021.08.03 01:56:01.14482671,AUDCAD,0.921085,0
2021.08.03 01:56:01.14482890,AUDCAD,0.92109,0
2021.08.03 01:56:01.14483531,AUDCAD,0.921095,0
2021.08.03 01:56:02.14483671,AUDCAD,0.921115,0
2021.08.03 01:56:02.14483781,AUDCAD,0.9211199999999999,0
2021.08.03 01:56:02.14484015,AUDCAD,0.921115,0
2021.08.03 01:56:02.14484359,AUDCAD,0.92111,0
2021.08.03 01:56:03.14484703,AUDCAD,0.921115,0
2021.08.03 01:56:03.14485609,AUDCAD,0.9211199999999999,0
2021.08.03 01:56:04.14485812,AUDCAD,0.921115,0
2021.08.03 01:56:04.14486109,AUDCAD,0.9211199999999999,0
2021.08.03 01:56:05.14487546,AUDCAD,0.921125,0
2021.08.03 01:56:06.14487812,AUDCAD,0.9211199999999999,0
2021.08.03 01:56:06.14488093,AUDCAD,0.921125,0
2021.08.03 01:56:06.14488312,AUDCAD,0.9211199999999999,0
2021.08.03 01:56:06.14488562,AUDCAD,0.92113,0
2021.08.03 01:56:07.14488734,AUDCAD,0.921145,0
2021.08.03 01:56:07.14489359,AUDCAD,0.921135,0
2021.08.03 01:56:08.14489906,AUDCAD,0.9211400000000001,0
2021.08.03 01:56:08.14490125,AUDCAD,0.921135,0
2021.08.03 01:56:08.14490328,AUDCAD,0.92113,0
2021.08.03 01:56:08.14490546,AUDCAD,0.921135,0
2021.08.03 01:56:09.14490953,AUDCAD,0.9211400000000001,0
2021.08.03 01:56:09.14491500,AUDCAD,0.9211450000000001,0
2021.08.03 01:56:10.14491843,AUDCAD,0.9211400000000001,0
2021.08.03 01:56:11.14493046,AUDCAD,0.9211450000000001,0
2021.08.03 01:56:12.14494421,AUDCAD,0.92115,0
2021.08.03 01:56:12.14494453,AUDCAD,0.921145,0
2021.08.03 01:56:17.14498875,AUDCAD,0.9211499999999999,0
2021.08.03 01:56:20.14502109,AUDCAD,0.921145,0
2021.08.03 01:56:21.14502843,AUDCAD,0.9211499999999999,0
2021.08.03 01:56:22.14503812,AUDCAD,0.9211549999999999,0
2021.08.03 01:56:23.14505515,AUDCAD,0.921145,0
2021.08.03 01:56:24.14505984,AUDCAD,0.921165,0
2021.08.03 01:56:24.14506093,AUDCAD,0.92118,0
2021.08.03 01:56:24.14506218,AUDCAD,0.921185,0
2021.08.03 01:56:25.14506750,AUDCAD,0.92119,0
2021.08.03 01:56:25.14506859,AUDCAD,0.921195,0
2021.08.03 01:56:25.14507062,AUDCAD,0.92119,0
2021.08.03 01:56:28.14510390,AUDCAD,0.92118,0
2021.08.03 01:56:28.14510515,AUDCAD,0.921175,0
2021.08.03 01:56:30.14511734,AUDCAD,0.92118,0
2021.08.03 01:56:30.14512500,AUDCAD,0.921185,0
2021.08.03 01:56:33.14515203,AUDCAD,0.921175,0
2021.08.03 01:56:34.14516375,AUDCAD,0.92116,0
2021.08.03 01:56:34.14516562,AUDCAD,0.9211549999999999,0
2021.08.03 01:56:35.14517406,AUDCAD,0.921165,0
2021.08.03 01:56:38.14519734,AUDCAD,0.921175,0
2021.08.03 01:56:43.14524765,AUDCAD,0.92117,0
2021.08.03 01:56:43.14524953,AUDCAD,0.921145,0
2021.08.03 01:56:44.14525968,AUDCAD,0.9211499999999999,0
2021.08.03 01:56:44.14526156,AUDCAD,0.9211549999999999,0
2021.08.03 01:56:45.14527125,AUDCAD,0.921145,0
2021.08.03 01:56:45.14527203,AUDCAD,0.9211549999999999,0
2021.08.03 01:56:45.14527390,AUDCAD,0.9211499999999999,0
2021.08.03 01:56:46.14528218,AUDCAD,0.9211549999999999,0
2021.08.03 01:56:46.14528593,AUDCAD,0.9211450000000001,0
2021.08.03 01:56:48.14529718,AUDCAD,0.921145,0
2021.08.03 01:56:48.14530375,AUDCAD,0.92115,0
2021.08.03 01:56:48.14530500,AUDCAD,0.921145,0
2021.08.03 01:56:48.14530625,AUDCAD,0.921175,0
2021.08.03 01:56:51.14533125,AUDCAD,0.921165,0
2021.08.03 01:56:51.14533437,AUDCAD,0.92116,0
2021.08.03 01:56:58.14539828,AUDCAD,0.92117,0
2021.08.03 01:56:58.14540593,AUDCAD,0.92118,0
2021.08.03 01:56:59.14540796,AUDCAD,0.921175,0
2021.08.03 01:56:59.14541375,AUDCAD,0.92118,0
2021.08.03 01:57:00.14541671,AUDCAD,0.921175,0
2021.08.03 01:57:02.14543765,AUDCAD,0.92117,0
2021.08.03 01:57:03.14544890,AUDCAD,0.9211750000000001,0
2021.08.03 01:57:03.14545578,AUDCAD,0.92117,0
2021.08.03 01:57:04.14545781,AUDCAD,0.9212050000000001,0
2021.08.03 01:57:04.14545890,AUDCAD,0.9212100000000001,0
2021.08.03 01:57:04.14546562,AUDCAD,0.921225,0
2021.08.03 01:57:05.14546718,AUDCAD,0.9212199999999999,0
2021.08.03 01:57:05.14547078,AUDCAD,0.921225,0
2021.08.03 01:57:05.14547390,AUDCAD,0.9212199999999999,0
2021.08.03 01:57:07.14549234,AUDCAD,0.921225,0
2021.08.03 01:57:10.14552484,AUDCAD,0.9212100000000001,0
2021.08.03 01:57:10.14552640,AUDCAD,0.9212050000000001,0
2021.08.03 01:57:11.14553296,AUDCAD,0.921215,0
2021.08.03 01:57:13.14555421,AUDCAD,0.9212050000000001,0
2021.08.03 01:57:14.14556296,AUDCAD,0.9212050000000001,0
2021.08.03 01:57:17.14559578,AUDCAD,0.921215,0
2021.08.03 01:57:18.14559718,AUDCAD,0.921225,0
2021.08.03 01:57:18.14560406,AUDCAD,0.921215,0
2021.08.03 01:57:20.14561953,AUDCAD,0.921225,0
2021.08.03 01:57:21.14563312,AUDCAD,0.921215,0
2021.08.03 01:57:22.14564250,AUDCAD,0.9212199999999999,0
2021.08.03 01:57:22.14564406,AUDCAD,0.921215,0
2021.08.03 01:57:23.14564828,AUDCAD,0.9212199999999999,0
2021.08.03 01:57:23.14565390,AUDCAD,0.921215,0
2021.08.03 01:57:24.14565796,AUDCAD,0.921225,0
2021.08.03 01:57:24.14566218,AUDCAD,0.921225,0
2021.08.03 01:57:25.14567312,AUDCAD,0.9212100000000001,0
2021.08.03 01:57:25.14567609,AUDCAD,0.921225,0
2021.08.03 01:57:26.14568156,AUDCAD,0.9212149999999999,0
2021.08.03 01:57:26.14568281,AUDCAD,0.92121,0
2021.08.03 01:57:26.14568437,AUDCAD,0.9212050000000001,0
2021.08.03 01:57:27.14569015,AUDCAD,0.92121,0
2021.08.03 01:57:27.14569281,AUDCAD,0.921215,0
2021.08.03 01:57:27.14569390,AUDCAD,0.92121,0
2021.08.03 01:57:28.14570640,AUDCAD,0.921215,0
2021.08.03 01:57:29.14570906,AUDCAD,0.9212199999999999,0
2021.08.03 01:57:29.14571250,AUDCAD,0.921215,0
2021.08.03 01:57:30.14571671,AUDCAD,0.9212199999999999,0
2021.08.03 01:57:30.14571859,AUDCAD,0.921215,0
2021.08.03 01:57:30.14572171,AUDCAD,0.92121,0
2021.08.03 01:57:30.14572468,AUDCAD,0.921215,0
2021.08.03 01:57:31.14573281,AUDCAD,0.921225,0
2021.08.03 01:57:31.14573468,AUDCAD,0.921235,0
2021.08.03 01:57:32.14573671,AUDCAD,0.921235,0
2021.08.03 01:57:32.14573796,AUDCAD,0.921225,0
2021.08.03 01:57:32.14573937,AUDCAD,0.921235,0
2021.08.03 01:57:32.14574187,AUDCAD,0.921225,0
2021.08.03 01:57:32.14574468,AUDCAD,0.921225,0
2021.08.03 01:57:32.14574656,AUDCAD,0.921215,0
2021.08.03 01:57:33.14574812,AUDCAD,0.92121,0
2021.08.03 01:57:33.14574953,AUDCAD,0.921215,0
2021.08.03 01:57:33.14575062,AUDCAD,0.92121,0
2021.08.03 01:57:34.14576187,AUDCAD,0.9212050000000001,0
2021.08.03 01:57:34.14576312,AUDCAD,0.9212100000000001,0
2021.08.03 01:57:36.14578281,AUDCAD,0.9212050000000001,0
2021.08.03 01:57:37.14579156,AUDCAD,0.92119,0
2021.08.03 01:57:40.14582421,AUDCAD,0.921185,0
2021.08.03 01:57:41.14582937,AUDCAD,0.92119,0
2021.08.03 01:57:41.14583437,AUDCAD,0.9212050000000001,0
2021.08.03 01:57:42.14584312,AUDCAD,0.921195,0
2021.08.03 01:57:42.14584578,AUDCAD,0.921195,0
2021.08.03 01:57:43.14584781,AUDCAD,0.92119,0
2021.08.03 01:57:43.14585125,AUDCAD,0.921185,0
2021.08.03 01:57:43.14585281,AUDCAD,0.92119,0
2021.08.03 01:57:43.14585468,AUDCAD,0.92119,0
2021.08.03 01:57:46.14588031,AUDCAD,0.921195,0
2021.08.03 01:57:46.14588265,AUDCAD,0.92119,0
2021.08.03 01:57:46.14588437,AUDCAD,0.921185,0
2021.08.03 01:57:47.14588671,AUDCAD,0.92119,0
2021.08.03 01:57:48.14590125,AUDCAD,0.92119,0
2021.08.03 01:57:48.14590609,AUDCAD,0.9212050000000001,0
2021.08.03 01:57:49.14590765,AUDCAD,0.921225,0
2021.08.03 01:57:49.14590875,AUDCAD,0.921235,0
2021.08.03 01:57:49.14590984,AUDCAD,0.9212400000000001,0
2021.08.03 01:57:50.14591875,AUDCAD,0.921245,0
2021.08.03 01:57:50.14592421,AUDCAD,0.921235,0
2021.08.03 01:57:52.14594125,AUDCAD,0.92123,0
2021.08.03 01:57:52.14594265,AUDCAD,0.921235,0
2021.08.03 01:57:56.14597703,AUDCAD,0.921245,0
2021.08.03 01:57:56.14597890,AUDCAD,0.92123,0
2021.08.03 01:57:59.14601484,AUDCAD,0.92125,0
2021.08.03 01:58:00.14601687,AUDCAD,0.921255,0
2021.08.03 01:58:01.14603187,AUDCAD,0.92125,0
2021.08.03 01:58:02.14604187,AUDCAD,0.92123,0
2021.08.03 01:58:02.14604359,AUDCAD,0.9212,0
2021.08.03 01:58:03.14604671,AUDCAD,0.921195,0
2021.08.03 01:58:03.14604796,AUDCAD,0.92117,0
2021.08.03 01:58:03.14604984,AUDCAD,0.9211549999999999,0
2021.08.03 01:58:03.14605187,AUDCAD,0.921175,0
2021.08.03 01:58:03.14605359,AUDCAD,0.92117,0
2021.08.03 01:58:04.14606171,AUDCAD,0.921175,0
2021.08.03 01:58:04.14606312,AUDCAD,0.921165,0
2021.08.03 01:58:05.14607281,AUDCAD,0.9211549999999999,0
2021.08.03 01:58:05.14607390,AUDCAD,0.92115,0
2021.08.03 01:58:05.14607578,AUDCAD,0.9211499999999999,0
2021.08.03 01:58:06.14607828,AUDCAD,0.921165,0
2021.08.03 01:58:11.14613406,AUDCAD,0.92119,0
2021.08.03 01:58:12.14614109,AUDCAD,0.921185,0
2021.08.03 01:58:13.14614781,AUDCAD,0.92117,0
2021.08.03 01:58:13.14615218,AUDCAD,0.921175,0
2021.08.03 01:58:14.14615906,AUDCAD,0.9212050000000001,0
2021.08.03 01:58:14.14616062,AUDCAD,0.921225,0
2021.08.03 01:58:14.14616265,AUDCAD,0.9212400000000001,0
2021.08.03 01:58:14.14616625,AUDCAD,0.921245,0
2021.08.03 01:58:15.14616796,AUDCAD,0.921265,0
2021.08.03 01:58:16.14617687,AUDCAD,0.92126,0
2021.08.03 01:58:18.14619781,AUDCAD,0.921255,0
2021.08.03 01:58:18.14619968,AUDCAD,0.92126,0
2021.08.03 01:58:18.14620203,AUDCAD,0.921255,0
2021.08.03 01:58:18.14620421,AUDCAD,0.92125,0
2021.08.03 01:58:19.14621328,AUDCAD,0.921255,0
2021.08.03 01:58:20.14622484,AUDCAD,0.92125,0
2021.08.03 01:58:21.14623000,AUDCAD,0.921255,0
2021.08.03 01:58:21.14623234,AUDCAD,0.92126,0
2021.08.03 01:58:22.14623843,AUDCAD,0.9212549999999999,0
2021.08.03 01:58:23.14624734,AUDCAD,0.92126,0
2021.08.03 01:58:23.14625375,AUDCAD,0.9212549999999999,0
2021.08.03 01:58:23.14625484,AUDCAD,0.92126,0
2021.08.03 01:58:25.14626750,AUDCAD,0.921265,0
2021.08.03 01:58:25.14626921,AUDCAD,0.92126,0
2021.08.03 01:58:25.14627109,AUDCAD,0.92126,0
2021.08.03 01:58:25.14627218,AUDCAD,0.921265,0
2021.08.03 01:58:25.14627437,AUDCAD,0.92126,0
2021.08.03 01:58:25.14627656,AUDCAD,0.921255,0
2021.08.03 01:58:26.14627812,AUDCAD,0.921245,0
2021.08.03 01:58:26.14628265,AUDCAD,0.92125,0
2021.08.03 01:58:26.14628484,AUDCAD,0.92126,0
2021.08.03 01:58:27.14628937,AUDCAD,0.921255,0
2021.08.03 01:58:27.14629281,AUDCAD,0.92126,0
2021.08.03 01:58:27.14629390,AUDCAD,0.92125,0
2021.08.03 01:58:27.14629562,AUDCAD,0.9212400000000001,0
2021.08.03 01:58:28.14630312,AUDCAD,0.921235,0
2021.08.03 01:58:28.14630390,AUDCAD,0.921245,0
2021.08.03 01:58:29.14631343,AUDCAD,0.9212400000000001,0
2021.08.03 01:58:31.14633593,AUDCAD,0.921235,0
2021.08.03 01:58:34.14635734,AUDCAD,0.921225,0
2021.08.03 01:58:36.14637781,AUDCAD,0.9212199999999999,0
2021.08.03 01:58:36.14638343,AUDCAD,0.92123,0
2021.08.03 01:58:36.14638515,AUDCAD,0.9212199999999999,0
2021.08.03 01:58:37.14639375,AUDCAD,0.921215,0
2021.08.03 01:58:38.14640546,AUDCAD,0.9212100000000001,0
2021.08.03 01:58:39.14641078,AUDCAD,0.921215,0
2021.08.03 01:58:39.14641296,AUDCAD,0.9212199999999999,0
2021.08.03 01:58:40.14641953,AUDCAD,0.921215,0
2021.08.03 01:58:43.14644843,AUDCAD,0.92121,0
2021.08.03 01:58:43.14645078,AUDCAD,0.921215,0
2021.08.03 01:58:43.14645234,AUDCAD,0.9212199999999999,0
2021.08.03 01:58:44.14646015,AUDCAD,0.921215,0
2021.08.03 01:58:45.14646703,AUDCAD,0.9212100000000001,0
2021.08.03 01:58:45.14646875,AUDCAD,0.9212050000000001,0
2021.08.03 01:58:45.14647093,AUDCAD,0.921215,0
2021.08.03 01:58:45.14647250,AUDCAD,0.9212100000000001,0
2021.08.03 01:58:46.14648343,AUDCAD,0.9212050000000001,0
2021.08.03 01:58:46.14648546,AUDCAD,0.9212100000000001,0
2021.08.03 01:58:47.14649140,AUDCAD,0.9212050000000001,0
2021.08.03 01:58:47.14649343,AUDCAD,0.9212100000000001,0
2021.08.03 01:58:48.14649796,AUDCAD,0.9212050000000001,0
2021.08.03 01:58:48.14650000,AUDCAD,0.9212100000000001,0
2021.08.03 01:58:52.14654015,AUDCAD,0.9212050000000001,0
2021.08.03 01:58:52.14654250,AUDCAD,0.921215,0
2021.08.03 01:58:53.14654921,AUDCAD,0.9212199999999999,0
2021.08.03 01:58:54.14655843,AUDCAD,0.921215,0
2021.08.03 01:58:54.14656046,AUDCAD,0.9212,0
2021.08.03 01:58:54.14656250,AUDCAD,0.9212050000000001,0
2021.08.03 01:58:55.14657109,AUDCAD,0.9212,0
2021.08.03 01:58:55.14657437,AUDCAD,0.921195,0
2021.08.03 01:58:56.14657859,AUDCAD,0.92118,0
2021.08.03 01:58:58.14660531,AUDCAD,0.92119,0
2021.08.03 01:58:59.14660718,AUDCAD,0.9212050000000001,0
2021.08.03 01:58:59.14660921,AUDCAD,0.9212,0
2021.08.03 01:59:02.14664140,AUDCAD,0.921195,0
2021.08.03 01:59:02.14664265,AUDCAD,0.9211849999999999,0
2021.08.03 01:59:02.14664515,AUDCAD,0.921185,0
2021.08.03 01:59:03.14664734,AUDCAD,0.92119,0
2021.08.03 01:59:03.14665468,AUDCAD,0.921195,0
2021.08.03 01:59:04.14665734,AUDCAD,0.9211849999999999,0
2021.08.03 01:59:04.14665953,AUDCAD,0.92118,0
2021.08.03 01:59:05.14666750,AUDCAD,0.921175,0
2021.08.03 01:59:05.14666890,AUDCAD,0.92116,0
2021.08.03 01:59:05.14667046,AUDCAD,0.921145,0
2021.08.03 01:59:06.14667843,AUDCAD,0.92115,0
2021.08.03 01:59:06.14667953,AUDCAD,0.92116,0
2021.08.03 01:59:06.14668437,AUDCAD,0.9211549999999999,0
2021.08.03 01:59:06.14668656,AUDCAD,0.921145,0
2021.08.03 01:59:07.14668765,AUDCAD,0.921135,0
2021.08.03 01:59:08.14670359,AUDCAD,0.92113,0
2021.08.03 01:59:12.14673703,AUDCAD,0.921135,0
2021.08.03 01:59:12.14674437,AUDCAD,0.9211400000000001,0
2021.08.03 01:59:14.14675859,AUDCAD,0.921135,0
2021.08.03 01:59:14.14676015,AUDCAD,0.92115,0
2021.08.03 01:59:14.14676109,AUDCAD,0.9211400000000001,0
2021.08.03 01:59:14.14676375,AUDCAD,0.92117,0
2021.08.03 01:59:15.14677593,AUDCAD,0.9211450000000001,0
2021.08.03 01:59:16.14677812,AUDCAD,0.92116,0
2021.08.03 01:59:17.14678750,AUDCAD,0.9211549999999999,0
2021.08.03 01:59:17.14678953,AUDCAD,0.92116,0
2021.08.03 01:59:17.14679265,AUDCAD,0.9211750000000001,0
2021.08.03 01:59:17.14679375,AUDCAD,0.921195,0
2021.08.03 01:59:17.14679468,AUDCAD,0.9212050000000001,0
2021.08.03 01:59:18.14679765,AUDCAD,0.9212199999999999,0
2021.08.03 01:59:18.14680171,AUDCAD,0.921215,0
2021.08.03 01:59:22.14684296,AUDCAD,0.9212199999999999,0
2021.08.03 01:59:22.14684437,AUDCAD,0.9212050000000001,0
2021.08.03 01:59:23.14684750,AUDCAD,0.9212050000000001,0
2021.08.03 01:59:23.14684875,AUDCAD,0.9212149999999999,0
2021.08.03 01:59:25.14687437,AUDCAD,0.9212199999999999,0
2021.08.03 01:59:25.14687484,AUDCAD,0.92123,0
2021.08.03 01:59:26.14688140,AUDCAD,0.921235,0
2021.08.03 01:59:27.14688765,AUDCAD,0.9212400000000001,0
2021.08.03 01:59:27.14689031,AUDCAD,0.921225,0
2021.08.03 01:59:27.14689187,AUDCAD,0.92123,0
2021.08.03 01:59:27.14689296,AUDCAD,0.921235,0
2021.08.03 01:59:28.14689984,AUDCAD,0.9212400000000001,0
2021.08.03 01:59:28.14690281,AUDCAD,0.921235,0
2021.08.03 01:59:28.14690484,AUDCAD,0.9212400000000001,0
2021.08.03 01:59:29.14691093,AUDCAD,0.921235,0
2021.08.03 01:59:30.14691875,AUDCAD,0.92123,0
2021.08.03 01:59:30.14692062,AUDCAD,0.921235,0
2021.08.03 01:59:31.14693203,AUDCAD,0.9212400000000001,0
2021.08.03 01:59:31.14693390,AUDCAD,0.921235,0
2021.08.03 01:59:32.14693796,AUDCAD,0.9212400000000001,0
2021.08.03 01:59:32.14694171,AUDCAD,0.921235,0
2021.08.03 01:59:34.14695750,AUDCAD,0.9212400000000001,0
2021.08.03 01:59:34.14695968,AUDCAD,0.921235,0
2021.08.03 01:59:35.14697250,AUDCAD,0.9212400000000001,0
2021.08.03 01:59:35.14697625,AUDCAD,0.92123,0
2021.08.03 01:59:37.14698703,AUDCAD,0.921235,0
2021.08.03 01:59:37.14698812,AUDCAD,0.9212400000000001,0
2021.08.03 01:59:37.14699046,AUDCAD,0.921235,0
2021.08.03 01:59:38.14699812,AUDCAD,0.9212400000000001,0
2021.08.03 01:59:38.14699953,AUDCAD,0.921245,0
2021.08.03 01:59:38.14700250,AUDCAD,0.921235,0
2021.08.03 01:59:38.14700421,AUDCAD,0.9212400000000001,0
2021.08.03 01:59:38.14700546,AUDCAD,0.921225,0
2021.08.03 01:59:39.14700687,AUDCAD,0.92121,0
2021.08.03 01:59:39.14700906,AUDCAD,0.9212,0
2021.08.03 01:59:40.14701890,AUDCAD,0.9212050000000001,0
2021.08.03 01:59:40.14701953,AUDCAD,0.9212,0
2021.08.03 01:59:42.14703796,AUDCAD,0.9212050000000001,0
2021.08.03 01:59:42.14704171,AUDCAD,0.92121,0
2021.08.03 01:59:45.14706796,AUDCAD,0.9212050000000001,0
2021.08.03 01:59:47.14708796,AUDCAD,0.92121,0
2021.08.03 01:59:49.14711343,AUDCAD,0.921215,0
2021.08.03 01:59:50.14711812,AUDCAD,0.92121,0
2021.08.03 01:59:51.14713578,AUDCAD,0.9212050000000001,0
2021.08.03 01:59:53.14715046,AUDCAD,0.9212,0
2021.08.03 01:59:53.14715359,AUDCAD,0.921175,0
2021.08.03 01:59:54.14715953,AUDCAD,0.921165,0
2021.08.03 01:59:55.14717203,AUDCAD,0.92117,0
2021.08.03 01:59:57.14719062,AUDCAD,0.92116,0
2021.08.03 01:59:57.14719156,AUDCAD,0.921195,0
2021.08.03 01:59:57.14719578,AUDCAD,0.92119,0
2021.08.03 02:00:00.14721953,AUDCAD,0.92118,0
2021.08.03 02:00:01.14723375,AUDCAD,0.921185,0
